abv,beer_id,brewer_id,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,profile_name,review_taste,text,time
9.0,15813,73,Great Lakes Blackout Stout,Russian Imperial Stout,3.5,4.5,4.0,4.0,koopa,4.0," Bottle received as an extra in a trade thanks!		Appearance: Dark brown with a minimal off white head that shows little retention or lace.		Smell: Oh baby this is a nice display of charred malt, coffee, a hint of nuttiness. 		Taste: Lots of roast malt with a nutty flavor throughout and a slightly tangy finish. A bit unbalanced but lively!		Mouthfeel: On the thin side of medium bodied which surprised me.		Drinkability: high abv but easy mouthfeel.",2009-10-06 23:50:34
8.3,51679,94,Imperial Porter (Brewmaster Series),American Porter,4.0,4.0,4.0,4.5,Gavage,4.0," Appearance: black in color with a 1"" tan colored head. Moderate lacing develops during the session.		Smell: chocolate, coffee, and roasted malts are easily detectable.		Taste: big roasted malt profile with loads of bitter chocolate, coffee, prunes, mild alcohol tones, and a nice bitterness. 		Mouthfeel: medium-heavy in body. Lightly crisp to start, smooth and a bit dry late. Aftertaste is long and warming as the flavors linger in the mouth a while.		Drinkability: this beer was super fresh which made me drink it a bit faster than I normally would. Flavorful beer that hits the style nicely.",2009-10-06 23:50:46
6.75,31550,13371,White Magic Of The Sun,Witbier,3.0,3.5,2.5,3.5,ATPete,3.0," 22oz bottle		Pours a yellow orange color with a small white head that has zero retention. Spicy wheat, curry, saffron, nutmeg, this one is loaded with spices. Very unique for sure, im not sure how much of this i would ever be in the mood for though. Light and soft in body, moderate carbonation, an interesting beer but not one i would revisit.",2009-10-06 23:54:18
5.2,22981,26,Gorch Fock,Munich Helles Lager,4.0,3.5,4.5,4.0,beerwolf77,4.0, Poured into a 22 ounce pilsner glass the beer is cloudy golden orange with a half inch of bone white head. It looks great in the huge glass. A tiny bit of sticky lace clings to the rim after settling. 		The aroma is malty and slightly fruity. Grass and earth are present as well. Hints of spice are picked up after a deep whiff.		The flavor is malty with a slight hop bite. Bready with faint banana and lemon hints. 		Medium body and very creamy with a fairly dry finish. Moderate carbonation.		Overall a great session beer from the boys at 3 floyds. I could definatley sit back with a sixer of this beer.,2009-10-06 23:57:16
8.5,22042,2372,Terrapin Rye Squared,American Double / Imperial IPA,3.5,3.5,3.0,3.0,Gavage,3.5," Appearance: clear orange amber in color with a wispy 1/4"" head that breaks apart. Some spots of lace develops. 		Smell: caramel and malt sweetness dominates the aroma. 		Taste: big caramel and ripe fruit sweetness is up front while the bitterness seems toned down. Alcohol is noticeable. Rye and grapefruit provides some bite. 		Mouthfeel: lightly crisp throughout. Super long aftertaste as the sweetness rides the tongue.		Drinkability: this was a bit too sweet for me almost reminding me of a barley wine. It was a slow sipper and one glass was more than enough for me.",2009-10-06 23:57:46
7.5,46363,17981,Jai Alai IPA,American IPA,4.0,4.5,4.0,4.0,callmemickey,4.0," A: Orange amber body. Slight, off-white head. Not much retention or lacing. Not sure to chalk it up to the growler.		S: Bright, fruit, semi-bitter citric hops. Pineapple, grapefruit, orange, tangerine. Somewhat hidden pine and floral notes. Slight caramel malt backbone coming through.		T: Not quite as assertive as the nose lead on. The citric notes are somewhat muted and blurred while the malt is a bit more amped up.		M: Smooth, medium bodied. Good carbonation. Crisp finish.		D: Fairly good brew. Eager to try it on tap once it lands here in PA. The trick that the nose played on first sip was a bit disappointing, but all things considered I was pleased.",2009-10-06 23:58:25
8.9,48046,16295,Gudeløs,American Double / Imperial Stout,4.0,4.0,4.0,3.5,PEBKAC,4.0," Bottle split on the F train on the way back home from a nice little sendoff. Thanks to Lubiere for the bottle.		Well we just so happened to have a couple Duck-Rabbit snifters on hand, so why not? As colorful & awkward drinking out of these where on a public train, we barely spilled a drop. :D		Latex black color with a solid amount of ashy/newspaper-colored head.		Smells of charred bread, unsweetened chocolate, lactose, & a little bonus of sweet unfermentables. Touch of smoke coming off it too.		Taste was pretty nice for what is considered a middle of the road imperial stout these days. Very nice mix of charred malt & sharp, bittersweet cocoa. Small trace of coffee grounds. Almost sooty with roast. Milky, but not syrupy. Lots of rich/caramelized sugars, but still cut & thinned by the strong carbonation. Finish was a little leathery, lingering with ash & earth.		The alcohol was totally overshadowed by the roast & stiff carbonation. Only showing itself going down, & occasionally, coming back up. *Burp*		Thanks Luke. :)",2009-10-06 23:58:37
7.5,52043,651,ELEVEN,Milk / Sweet Stout,4.0,4.0,4.5,4.0,IBUnit63,4.0," Was happy to see this in the vicinity, so finally I'm pouring it into a Portsmouth snifter...		Wow - this head is bready...lots of muffin tunnels...a fair amount of light maple candy color. Sort of like a heady root beer. Color isn't quite espresso dark; it's more like Dunkin iced coffee dark. Would expect a little more thickness, but it still looks good. Decent retention.		The scent is sort of like a tinny version of Peche Mortel. A shitload of coffee smacks the nose like a 4th-line goon in a hockey fight. A very dry slate-like character and a fair amount of hop grass rounds this out.		Y'know, I'm getting a lot of smoke here. Smoke...or slate...or charcoal dust. Very husky with a rauch-like tendency. A bit of warmth cleans it up to reveal some HUGE malt and coffee notes. It's interesting how quickly this burns off and is a nice reminder about letting beers breathe for at least a few minutes.		It may be psychological but the coffee flavor feels like it's pulsing through my veins at the moment. Very dry and slate-like. Hop grass mixes actually quite well with the coffee to create a little balance with the hardcore chocolate and roasted malts. It's a little uneven, albeit very good, and I'm still not sure how warm or cold to drink this. Definitely not enough weight at room temperature but cold would be a waste. A freaky tweener, this Eleven.		I'm finding myself ready to devour this, even though I don't know what to make of it. The coffee has transformed me to The Great Cornholio so I'm bouncing off the fucking walls at the moment. ""Butt-head, what happened to Beavis?"" ""He like ate 27 candy bars...and then he drank a 6-pack of root beer..."" ""...Nicar-AGUA...AGUA for my bung-hooole..."" OK, I'll stop now...wait, didn't Beavis pull that shit at a coffeehouse spoken word night or something? Obviously I watched too much TV in 1995 - and forgot even more of it...",2009-10-07 00:00:15
5.6,276,140,Sierra Nevada Pale Ale,American Pale Ale (APA),3.5,4.0,4.0,4.0,Mavajo,4.0," Tried this beer once before and was very disappointed. Decided to try it again just to see if I'd gotten an old bottle. I'm glad I did - this sample was much more enjoyable.		Pours a nice orange color with not a whole lot of head - dissipates almost immediately. Smell is of citrusy hops. Taste is similar. The citrus and cascade hops are really noticeable, but it's not really bitter. There's a slight hint of spice here. Quite drinkable, especially if you're a fan of the style.",2009-10-07 00:01:50
10.0,945,173,Adam,Old Ale,4.5,4.5,4.5,5.0,Offa,5.0," This is an incredible beer, rich and complex, yet amazingly smooth and easy to drink.		Deep, deep red and basically black, it has a big tan head slowly shirnking and leaving a little bit of weak lace.		The aroma is rich dried figs, caramelised dark raisins, hints of chocolate and coffee, smoke, toffee.		The taste is rich but not to heavy, complex, highly balanced. It is faintly smokey, with dark caramelised fruits, hints of spices, hints of leather (as the bottle indicates- I didn't notice it at first but it comes on clearly after a few sips), light hints of bourbon, stronger near the finish. It tends slightly towards the sweetish side, but not cloyingly so, with a little faint bitterness, spice, and alcoholic warmth to help balance and carry it, however all of these are tame and the result is smooth. It is highly drinkable for the strength.",2009-10-07 00:02:32
3.5,53180,11212,You're Welcome,English Dark Mild Ale,4.0,3.0,3.0,3.5,RedDiamond,3.0," This courteous small beer is brewed from the second runnings of Iron Horse's best selling Quilter's Irish Death stout. It is bronze with a smattering of froth but offers little by way of actual flavor. A distant wash of sweetness with some grainy tang and marshmallow punkiness defines its minimalist core attributes. 		""You're welcome,"" seems to be a theme at Iron Horse. It's printed on their coasters and a portrait of Sammy Davis Jr. above the bar extends the same sentiment. You're Welcome is workable for what it is, but there's not much beer here and on the grand scheme of things, beers such as this are meaningless.",2009-10-07 00:03:30
4.8,1774,648,Köstritzer Schwarzbier,Schwarzbier,4.5,4.0,4.5,4.0,Bajasith,4.5, Very nice pour with exceptional two finger head. Dark appearance with a very attractive aroma of medium roasted coffee and caramel... Had this beer once before and really enjoyed it. Bought it again just recently just to remind me how smooth this beer is... I could de-finitely have this beer stocked up in the fridge.,2009-10-07 00:03:58
,41883,2372,Terrapin Substance Abuse,American Double / Imperial Stout,4.0,3.5,4.0,4.5,Gavage,4.0," Appearance: black in color with a thin head that lasts a bit before becoming a spotty foam. 		Smell: roasted malt, chocolate, and alcohol are easy to pull from the glass but is not as pleasant as hoped.		Taste: this is a complex beer as roasted malts, chocolate, vanilla, bourbon tones, prune sweetness, and some espresso. Alcohol is quite noticeable here. Bitterness is moderate. 		Mouthfeel: heavy in body. Smooth throughout. Very long aftertaste here.		Drinkability: as this warmed the flavors really started to work together. Very slow sipping beer here with a great name.",2009-10-07 00:05:48
5.1,30764,13014,Coffee Bender,American Brown Ale,4.0,5.0,4.5,4.0,callmemickey,4.0," A: Dark brown body with reddish hues. Light brown head that receded to a solid cap. Spotty lacing.		S: This is a unique beer. Unlike most coffee infused beers, this doesn't come across as roasted or burnt coffee. Instead, it is straight freshly ground coffee beans. Take some fresh ground coffee and rub it between your fingers right under your nose, and thats the smell of the Coffee Bender. Light caramel, toffee and nutty malts are in the background.		T: The fresh ground aroma doesn't translate as well to the flavor profile. By no means is it bad. It just loses that ""freshness"" of the coffee. The coffee is more of a roasted flavor here, and the malts shine through nicely.		M: Smooth, medium bodied. Lingering aftertaste. Solid carbonation from the can.		D: A very nice, if not unique, brew that anyone who enjoys a little coffee in their beer should take a chance on. There is a reason why Coffee Bender (and its kid brother Bender) rock the top of the American Brown Ale charts. They are that good.",2009-10-07 00:08:17
5.5,608,193,Poleeko Gold Pale Ale,American Pale Ale (APA),3.5,3.5,3.5,3.5,Dubbercody,3.5," Pours from a 12 ounce can, a nice golden color with a tiny bit of haze. Good sized white foam head falls to a light covering of the brew, leaves a strong lace presence. 		Mild hop nose. Nose has a bit of a sweet scent to it as well. 		Rather bold flavor. Mild with a hop balance. Hops linger on tongue. Bitter aftertaste.		Easy drinking, great brew for a camping trip. The can is awesome, it's nice to see more craft brewers breaking the can stereotype.",2009-10-07 00:08:21
5.7,100,306,Blue Moon Harvest Moon Pumpkin Ale,Pumpkin Ale,4.0,2.0,2.5,3.0,NStLincoln,2.5," I remember really enjoying this beer last year, let's see how the craft beer from Coors goes this time!		The pour leaves a foamy eggshell head that dissipates into a thin film with spotty lacing. The body is the color of a well-used penny, the exact color you think of when you think of Autumn. 		As much as I try to get pumpkin on the nose I just can't. I get a touch of cinnamon and sweet malt and some mushy pears. If this beer was an aromatic candle I wouldn't light it.		The taste isn't a ton better. The spices aren't really there for me, maybe a touch of nutmeg. There's some mustiness especially on the back end. My palate was uninspired. 		Mouthfeel was unspectacular, perhaps a bit thin with some lackadaisical carbonation.		Either this beer changed in the last year or my palate evolved/devolved. If you call yourself a pumpkin beer I don't want to have to search for pumpkin, just give it to me already!",2009-10-07 00:08:21
5.8,283,140,Sierra Nevada Stout,American Stout,4.0,4.0,4.0,3.5,magnj,4.0," A - Deep brown body pours with a big sticky head, leaves nice lacing all the way down. Head retention is good, protecting the beer for maximum drinking pleasure.		S - Smells like a sweet stout with plenty of residual sugar. Chocolate and other mild roasty aromas, nothing crazy.		T - Light chocolate and sweet. Pretty mild, I hate to compare to Guinness but this seems like a big brother to Guinness in terms of flavor. Quite similar just bigger and more aggressive without being crazy over the top like a lot of stouts can be.		M/D - A bit sticky but otherwise easy to drink. Easily sessionable and a great introduction to the style that seems to get overlooked.",2009-10-07 00:08:56
9.5,50795,147,Stone 13th Anniversary Ale,American Strong Ale,4.0,4.0,4.0,4.0,Celt44,4.5, Appearance - Pours a dark reddish-brown with a nice head. Minimal lacing lasts throughout...		Aroma - Hops strong and up front. Chocolately malts. Sugary		Taste - Pine and hops with an interesting and unique blend of chocolate brownies mixed in. Finishes with a bit of an alcohol burn and a citrus bite. 		Mouthfeel - Silky and creamy ...then the bite sets in.		Drinkability - Very good Strong Ale. One of the more unique ones that I have tasted. Definitely one to pick up if you're a hop head like myself...,2009-10-07 00:09:47
7.0,52535,2372,Terrapin Midnight Project Depth Charge Espresso Milk Stout,Milk / Sweet Stout,4.0,4.0,4.5,4.0,Gavage,4.5," Appearance: clear dark brown in color with a 1"" head that slowly falls. Spotty lacing develops.		Smell: espresso and malt sweetness is very pleasant on the nose.		Taste: big dark roasted coffee flavors are most noticeable with some malt sweetness, milkiness, and some soft alcohol tones make up a well balanced beer.		Mouthfeel: heavy in body. Smooth at the start. Smooth, creamy, and silky at the finish.		Drinkability: this beer was extremely drinkable especially if you enjoy coffee flavored beers. Give this a try if you see it.",2009-10-07 00:12:12
10.5,156,48,Piraat Ale,Belgian IPA,4.0,3.5,4.5,4.5,brewmudgeon,4.0," piraat		clear golden with hints of apricot. the head is about one finger, leaves a ring and some lace here and there.		nose is hard to pick out (that sounded weird)--after some pondering, i've come up with leather, a touch of banana, some alcohol, sweetness, possibly figs.		the flavors are so melded and blended they're even harder to distinguish than in the aromatics. suffice it to say this a smooth operator and carries its 10.5% better than most BBWs. the balance is nice, though there isn't really a wow factor to be found. the body is medium full, with moderate co2, slick and easygoing. finish is a little sweet but with enough mild spiciness and twang to even it out. worth having again.",2009-10-07 00:14:46
17.5,46410,7730,Dark Horizon 2nd Edition,Russian Imperial Stout,4.0,3.5,3.0,3.5,callmemickey,3.0," A: Dark black-brown. Large khaki cap. Not much life on it, but nice wave like lacing left behind after each gulp (yes, gulp... more on that later).		S: Dark chocolate, licorice, roasted coffee and.... a shit ton of booze.		T: A muddled version of the nose. The heat from the booze just masks anything that might have been stellar here. You certainly get some coffee, caramel, chocolate, and licorice... but is hard to enjoy.		M: Medium bodied, good carbonation. Way too much heat.		D: Tough. It wasn't a drain pour, but this beer simply is not ready for consumption. Some people might classify this as a sipper, but I didn't want to drink this for an hour so I sucked it up and took larger than usual swigs. Glad the bottle was shared cause there was no way in hell I was finishing this on my own.",2009-10-07 00:16:45
4.9,45659,710,Leinenkugel's Classic Amber,American Amber / Red Lager,3.5,4.0,4.5,3.0,woosterbill,3.5," 12 oz bottle into a Duvel tulip.		A: Pours a clear, light amber with lots of carbonation and a half-inch head of quickly-dissipating white foam; a little bit of lace. Not bad looking at all, but nothing special here.		S: Very crisp aroma of toasty malts and understated (but definitely present) hops; reminiscent of a pilsner. Just what I was looking for in a lager this style.		T: Follows the nose with the toasted grain and mild hops, but then takes another spin around the block with just a hint of caramel sweetness peeking out before the final dry finish. The hops bitterness doesn't really add much to the beer, though, just a bit of mustiness. I'd prefer this beer if it emphasized the malt a bit more.		M: Fairly light-bodied with some spiky carbonation. Meh.		D: Very crisp and refreshing, this is undoubtedly a sessionable brew.		Notes: Of the many entries in the Leinie's lineup in recent years, this is one of my favorites. There's really nothing off about it (although the musty hops weren't exactly my cup of tea), and it's refreshing without being low on flavor. Solid, if thoroughly unspectacular, beer.",2009-10-07 00:17:30
9.0,412,112,Old Rasputin Russian Imperial Stout,Russian Imperial Stout,4.5,4.0,4.0,4.0,siradmiralnelson,4.5," Poured from 12oz bottle into New Belgium Globe glass.		A. Poured 3 fingers of thick dark tan head. Leaves massive amounts of lacing on the side of the glass. Head retention was great. Took close to 5 minutes to go down. Color is pure black.		S. Smell is amazing. Chocolate, caramel, molasses, alcohol, coffee, roastiness.		T. Taste is big on the roasted malt. Coffee, chocolate, alcohol, molasses. High ABV is masked pretty well. 		M. Mouthfeel is full bodied. Nice creamy mouthfeel. Leaves a sweet coating on the mouth. 		D. This one goes down smooth. Old Rasputin is a full rich beer, so im not sure I would want more than one in a sitting. That being said it is definitely one to keep coming back to. I would say that this is one of the best examples of the style.",2009-10-07 00:18:04
8.2,47694,14879,Outta Kilter,Scotch Ale / Wee Heavy,3.0,3.0,3.0,3.5,Gavage,3.0," Appearance: cloudy amber in color with a paper thin head that breaks apart immediately. No lacing develops.		Smell: caramel and ripe fruits sweetness is mild.		Taste: big malt base with caramel, ripe plums, red apples, mild hop bitterness, hint of alcohol and a touch of spiciness. Very sweet beer.		Mouthfeel: medium bodied beer. Smooth throughout. Short aftertaste.		Drinkability: this beer was a bit too sweet for me and I did not find it very enjoyable. Slow sipping beer here.",2009-10-07 00:18:57
5.1,1597,132,St. Rogue Red,American Amber / Red Ale,4.0,4.0,4.0,3.5,Mosstrooper,4.5," Poured from 22oz bottle into nonic pint glass.		Appearance: Pours an almost opaque amber color with a large, pourous, orange-ish head that leaves lace all over as it goes down.		Smell: Smells sweet and malty, with a large amount of toastiness, a touch of earthiness, and a hint of the tea-like smell I find in all Rogue beers.		Taste: Starts toasty and a bit sweet, with a weak bitter finish. Only a hint of Rogue's tea taste in this. Almost perfect balance between the malt at the beginning and the hops at the end.		Mouthfeel: Medium bodied and smooth with a light carbonation.		Drinkability: Another good beer by Rogue, and something I would love to session if it weren't so expensive (expensive by the standards of a college student).",2009-10-07 00:19:06
12.0,17538,1199,Founders Devil Dancer,American Double / Imperial IPA,5.0,5.0,5.0,5.0,Duhast500,5.0," Poured from a 12 oz. bottle into a stemmed glass.		The color is a hazy orange/amber with some foamy off white head and some nice lacing that leaves a film on the glass.		The smell is very hoppy with some citrus and floral hop flavors jumping out at the nose. A spicy mix of flavors await.		The taste is pretty mellow compared to the wallop expected from this triple IPA. The hop effect seems to come on rather quietly as you sip. Just the right amount of a warming, soothing feel mixed with the great hoppy bitterness makes this beer a nice surprise for it's quiet hop flavor that does bot pronounce itself too loudly.		The feel is quite light is just right for a hoppy monster. Just the right amount of hops and get about the night amount of funk.",2009-10-07 00:19:37
7.5,1575,73,Great Lakes Commodore Perry IPA,English India Pale Ale (IPA),4.0,3.5,4.0,4.0,Hojaminbag,3.5," A very clear, golden colored body with a ton of fast moving strands of carbonation bubbles. A little lighter hue than the average IPA. A soapy looking, bright white head that rises two fingers above the head and has some pretty good retention.		The aroma has its share of bittering hops and a bit of cracker-like malt aroma, but it has a primarily fruity smell that has pineapple and grapefruit. A good bit of grassy hops in there also.		Up front the bittering hops assert themselves, bringing a flavor of grapefruit with them. After that the grassy aroma asserts itself as a grassy flavor. In the middle I start to notice the cracker malt backbone. I would say the malt is a little lighter than what you find in a lot of IPAs, although I wouldn't call this difference positive or negative. The finish is bright a fruity, with some more grapefruit, pineapple, and maybe evenb a touch of apricot.		Mouthfeel is moderate in carbonation and body, and has a nice oily finish.		Pretty drinkable IPA, Commodore Perry IPA is definitely another quality brew from Great Lakes.",2009-10-07 00:20:14
9.5,50795,147,Stone 13th Anniversary Ale,American Strong Ale,4.5,4.0,4.5,4.0,DoubleJ,4.0," It's about time I got this beer. Enjoy in 2009 it says, hinting that it;s hoppy. On to the beer:		Very dark red, almost on the verge of being brown or a reddish violet. Great holding head, nice thin rings of lacing. This is a very hoppy and fruity tasting beer. First you get the burst of hop resin on the palate before you get the major fruity esters. The bitterenss grows on you as you drink more of it. Alcohol is hidden well, and it goes down easy for its size. Ideal for hop maniacs. Personally, I prefer all three Bastards over this.",2009-10-07 00:20:21
4.0,36672,13014,Bitter Brewer,English Bitter,4.5,4.0,4.5,3.5,jlindros,4.5," Got this nice lookin tall boy in a big Surly-fest trade with grub. Poured it into my semi pint with bubble on the top NERAX glass. 		A: It starts with a nice pop as it smacks open and squirts a little beer at me teasing me for whats to come. It pours with a ridiculous head that takes up about 1/3 of the glass. The thick but fluffy head slowly pops its way back. It's a brilliantly clear pale amber orange color with a slight tan color.		N: Nose reminds me a lot of brewing. It has a mash like aroma of malts, some hops and a slight yeast. The hops are pretty nice smelling but not as strong as the Furious obviously. The hops definitely remind me of throwing them into the boil. The American hops aren't super hoppy, but have a nice floral and citrus, possibly Cascade or Amarillo. I get some grapefruit as well.		T: Taste is very raw and fresh ingredients. It's got some raw sweetness still but has a very strong raw malt taste. I think the low alcohol and low gravity make it have that raw wort taste. Very much reminds me of tasting the wort before it ferments, but much less sweet, although it does have some sweetness to it. Some more grapefruit, citrus, and floral tasting hops, and some grassy hops, come through but are still pretty light. I also get some raw hop taste, like chewing on the hops but much less bitter. A nice malty taste really shines through and contrasts the nice hop taste and bitterness. It's a pretty well rounded and complex taste.		M: Semi light, decent carbonation. 		F: Finishes semi bitter and pretty dry compared to the starting sweetness. It clears off the palate well. It almost has a feel that you didn't even drink it, but there's a very slight lingering bitterness, and some slight grapefruit taste that hang around for a bit to remind you the delicious beverage in your glass. Pretty light and surprisingly refreshing of a bitter beer. 		Final thoughts: This is a very easy drinking and delicious beer. It's got a great malt quality and hop taste as well as some bitterness that all blend together well. It reminds me very much of a British style IPA but American hops instead, which makes sense since it is American hops with British malts. Has a lot of fresh brewing tastes, the aromas, the malt taste, the hop taste, all of it reminds me of brewing. All of that, plus it comes in a tall boy can. Wow, I so wish I could get more Surly!",2009-10-07 00:22:15
4.6,900,94,Pollenator,American Pale Ale (APA),3.5,3.0,3.5,3.5,NJpadreFan,3.5, Long Trail- Pollenator		A- Light yellow with a huge chunky sea foam head. Thick lacing down the glass.	S- Light touch of honey and lemon with a light sweet buttery grainy malt and light citrus.	T- Light sweet honey touched buttery grainy malt with an even lighter lemon and orange citrus hop body. Sweet honey iced tea flavor in the end.	M- Very light and sweet with a slick buttery feel and a light crisp citrusy finish.		Overall- very light but crisp and easily drinkable.,2009-10-07 00:24:59
7.5,52043,651,ELEVEN,Milk / Sweet Stout,4.5,5.0,4.0,4.0,dbexpert,4.0," Oh my god, Holy shit, those where the words drawn out by the aroma.	 A. dark chocolate color w a tinge of an amber glow, Head definetly has a nice chocolate milk color	 S. One of the better smelling beers, The coffee and rich roasted malt notes are extrordinary	 T. Not sure of what i was looking for but definetly hits style but not over delivered, definitly a beer to be pared with a dessert. coffee is dominant, followed by rich robust roasted malt flavors, all though, well-balanced 	 M. rich, dominated by coffee notes, I would prefer a more cream texture, similiar to LH's milk stout, but good overall	 D. Definitly not something i would consume in large quanities. The 750ml is enough expeirence to satisfy two people and maybe a third if you are willing to share		 Definitly a beer to try. I would like to revist this beer after cellaring for a year or so. I think this would round out the flavor balance. If you find them buy two, One now, one to cellar! p.s. if you don't like coffee don't buy this beer and say it is awful because it taste like coffee, just say'n!",2009-10-07 00:26:03
4.9,32575,143,Bohemian Black Lager,Schwarzbier,3.0,3.0,2.5,3.0,jpschouest,2.5," Poured into a clear 20 oz pint glass it had about 1/2 inch coffee colored head its lacing of glass was minimal. Roasty aroma, bold taste, hint of coffee,dark chocolately taste. First time trying not bad at all. Would be a nice beer to keep on hand to have once and awhile.",2009-10-07 00:28:12
11.5,21927,10279,A-10 Warthog Double IPA,American Double / Imperial IPA,4.0,4.0,4.0,4.0,Jayli,4.5," Had 9/26 courtesy of TheManiacalOne - so big THANK YOU goes out to him!		This beer pours a deep copper almost amber color with a monsterous rocky offwhite head. Head retained for a long time leaving nice thick, sticky lacing on the glass. Nose is of citrus hops, some piney notes, a touch of fruit and caramel malts. Taste starts with a big dose of hops - citrus and piney hops hit the tongue first, the middle is filled with caramel malts, finish is slightly bitter with a decent dose of floral hops that I didn't pick up in the nose. Medium bodied, medium carbonation, touch of alcohol going down with a big sticky finish to this beer. If only the ABV were a just a ""touch"" more reasonable, this would be a highly sessionable beer... regardless, it's a nice one to have a pint or two of and enjoy.",2009-10-07 00:29:32
10.4,28578,3818,Jahva (Imperial Coffee Stout),American Double / Imperial Stout,4.5,3.0,3.5,4.0,nick76,3.0, I have to say I am quite disappointed in this one. The aroma is burnt coffee with acidic leaves and earth as well as a bit of chocolate and toffee. The appearance is dark brown almost black with a tan foamy head. The flavor is like the aroma with a pronounced acidity and earthy character. The finish is very coffee like. The palate is very smooth and almost thick. Overall a beer that I want to like but i just has too much funky bad coffee in the flavor.,2009-10-07 00:30:36
7.0,51667,20729,37hr Simcoe SMaSH,American IPA,4.0,4.5,4.0,4.0,Derek,4.5," A: Deep copper (amazing that this is only canadian 2-row), light tan head, not much retention but it leaves a little leg.		S: Sweet nectarine & peach, tangerine, toffee, cotton-candy fruity esters.		T: Nectarine, peach, pine, tangerine, toffee, dark caramel, nut, candied fruit and an assertive bitterness (though it's not the least bit harsh). I'm amazed at the malt flavour from just the 2-row!		M: Carbonation is very light; moderately full body has a light residual sweetness with a hint of hop acidity.		D: It's like candied hops... I like it.		Thanks Nash!",2009-10-07 00:31:47
5.0,5019,1805,Whitetail Golden Ale,American Blonde Ale,1.5,1.0,1.0,1.0,corby112,1.0," Pours a very clear watery pale golden yellow color with no head whatsoever. Unimpressive to say the least so far.		Lots of corn, rice and other skunky adjunct grains. I can't even pick up any malt character and there is also an astonishing lack of hops. It kind of smells like the floor of a fraternity house.		The flavor of this beer would best be described as if they took some alcohol then some dirt in there followed by some industrial cleaning chemicals. This beer actually made me feel ill. Possibly the worst beer I've ever had. Complete drainpour. Avoid at all costs!",2009-10-07 00:34:21
7.25,9474,863,Temptation,American Wild Ale,5.0,5.0,5.0,5.0,DaveFL1976,5.0," This is why I have a chip on my shoulder about Russian River's Beers: They're so f'ing perfect!		I try to be a critic and find faults, but what faults are there here? It's a bit pricey? That's the only possibility I can think of. It's beautiful to look at. There's as much head stuck to the side of my Duvel tulip as there is beer left in the glass. It smells fantastic. Taste is heavenly. It's got all the funky smell of an Oud Beersel Gueuze with more kick in the palate. Mouthfeel could not be better. Holy crap, I'm going to give this a five across the board.		Rock on, guys. You know your stuff.		But you're making everyone else look bad by your awesomeness. Try not to become another New York Yankees, ya know?",2009-10-07 00:36:40
5.0,50984,19127,Krankshaft Kölsch,Kölsch,4.0,4.5,5.0,4.0,inhoc00,5.0," Saw a sixer at whole foods and had to give it a try.		A - very light yellow, with a white fluffy head that quickly fades.		S- Slight lemon almost orange 		T- Amazingly simple yet quite complex. The slightest bit of hops balanced with lemon flavor. What is so good is the initial aftertaste is an amazing cereal like quality. Very good.		M- Very light with good carbonation.		D- Coming out in the fall when all I want is big hops and looking forward to stouts and barleywines and yet this is so refreshing. I could drink so many of these. This is a huge contender to my summer favorite Gumballhead. Really well done, Metro. I'm a fan again.",2009-10-07 00:37:47
11.2,49286,3818,Mokah,American Double / Imperial Stout,3.5,5.0,4.0,4.0,nick76,3.5, The aroma is exactly like chocolate milk with coffee and toasted malt. The alcohol is well hidden. The appearance is dark brown with a smaller tan head. The taste has the same elements as the aroma but the bitterness is overpowering and unexpected since the aroma has no hops. The palate is smooth and almost thick but right about what I was expecting. Overall a fantastic smelling beer now they need to match the taste to it.,2009-10-07 00:38:17
5.0,53159,765,Trafalgar Hop Nouveau 2009,American Pale Ale (APA),3.5,3.5,4.5,4.0,Derek,4.0," Hop Nouveau 2009 Wet Hopped Pale Ale. 5% abv.		Hops picked in Tillsonburg on Sept 6, 2009; brewed the same day; bottled Sept 21; delivered Sept 25th.		I'm not sure what's more impressive, the fact that an Ontario brewer picked fresh, wet hops and brewed with them on the same day (on a large scale), or the fact that it went through the LCBO testing and was on the shelf by the end of the month!		A: Hazy, brownish-straw with a white head, thin ring of retention, slight lacing.		S: Peppery spice, grass & floral hops with hints of grainy biscuit from the malt. Could use a little more late hop additions for some more aroma.		T: Nice grassy spicing, some floral & citrus, underlying toffee & grainy biscuits, good bitterness. Some good hop flavour.		M: The body is on the low side of moderate, light hop acidity, off-dry finish.		D: A really good drinker.		It's not a big IPA like the Sierra Nevada or some of the pacific northwest wet-hopped brews, but it's got some great hop flavour and it's seriously drinkable. The hop heads might expect a little more flavour, but this could be appealing to a larger audience (a gateway to wet-hopped brews?). With the vintage on the bottle, I'm hopeful that they'll continue brewing this for years to come.		This is a great addition to the local brewing scene. Cheers to Trafalgar for being the first in Ontario to use locally grown hops in a wet-hopped ale (on a commercial scale).		Think Global, Drink Local.",2009-10-07 00:38:42
